anno_idx,imdbid,text_gt,text_gt_wo_char,gt_action
5945,tt1124035,"We gradually press in on the campaign manager's handsome face, his eyes downcast.","We gradually press in on him, his eyes downcast.","['We gradually press in on him.', 'His eyes are downcast.']"
5946,tt1124035,Stephen looks directly at us.,He looks directly at us.,['He looks directly at us.']
5947,tt1265990,They arrive back at the door.,They arrive back at the door.,['They arrive back at the door.']
5948,tt1265990,Sarah smiles and bites her lip coyly.,She smiles and bites her lip coyly.,"['She smiles.', 'She bites her lip coyly.']"
5949,tt1265990,"Stepping close, Sarah plants a tender kiss on the drummer's lips.","Stepping close, he plants a tender kiss on his lips.",['He plants a tender kiss on his lips.']
5950,tt1265990,They share a warm smile and Stephen regards her fondly.,They share a warm smile and he regards her fondly.,"['They share a warm smile.', 'He regards her fondly.']"
5951,tt1265990,Sarah wears his jacket.,He wears his jacket.,['He wears his jacket.']
5952,tt1265990,"As Stephen goes, Sarah smiles after him.","As he goes, she smiles after him.","['He goes.', 'She smiles after him.']"
5953,tt1265990,"Later, Sarah steps off the elevator on her floor.","Later, she steps off the elevator on her floor.",['She steps off the elevator on her floor.']
5954,tt1265990,Sarah strolls tipsily down the hall and enters her darkened dorm room.,She strolls tipsily down the hall and enters her darkened dorm room.,"['She strolls tipsily down the hall.', 'She enters her darkened dorm room.']"
5955,tt1265990,Crossing toward her bed.,Crossing toward her bed.,['She crosses toward her bed.']
5956,tt1265990,"In a tank top and cotton shorts, Rebecca crosses to the lamp and switches it off.","In a tank top and cotton shorts, she crosses to the lamp and switches it off.","['She crosses to the lamp.', 'She switches it off.']"
5957,tt1265990,"In the hall, Sarah steps out of the bathroom with her hand to her head.","In the hall, she steps out of the bathroom with her hand to her head.","['She steps out of the bathroom.', 'She has her hand to her head.']"
5958,tt1265990,"Returning to the room, Sarah peers into the darkness through bleary eyes.","Returning to the room, he peers into the darkness through bleary eyes.","['He peers into the darkness through bleary eyes.', 'He peers into the darkness through bleary eyes.', 'He peers into the darkness through bleary eyes.']"
5959,tt1265990,Sarah shuts the door and crosses toward her bed.,She shuts the door and crosses toward her bed.,"['She shuts the door.', 'She crosses toward her bed.']"
5960,tt1265990,"Pausing, Sarah faces her new roommate.",He faces her.,['He faces her.']
5961,tt1265990,The pretty blonde lies under a comforter with her eyes closed.,She lies under a comforter with her eyes closed.,"['She lies under a comforter.', 'Her eyes are closed.']"
5962,tt1265990,"Sarah crosses to her bed, lies down on top of the covers, and huddles under the drummer's jacket.","She crosses to her bed, lies down on top of the covers, and huddles under his jacket.","['She crosses to her bed.', 'She lies down on top of the covers.', 'She huddles under his jacket.']"
5963,tt1265990,Daytime.,Daytime.,['It is daytime.']
5964,tt1265990,Intersecting paths on the bustling quad make a bold X shape in the grass.,Intersecting paths on the bustling quad make a bold X shape in the grass.,"['Intersecting paths on the bustling quad make a bold X shape.', 'The X shape is in the grass.']"
5965,tt1265990,"In bed, Sarah rolls over beneath her comforter and groggily wakes.","In bed, she rolls over beneath her comforter and groggily wakes.","['She rolls over beneath her comforter.', 'She groggily wakes.']"
5966,tt1265990,"Across the room, Rebecca hangs up drawings.","Across the room, she hangs up drawings.","['Across the room, she hangs up drawings.']"
5967,tt1265990,"Turning, Rebecca offers her roommate a smile.","Turning, he offers his roommate a smile.","['Turning, he offers his roommate a smile.']"
5968,tt1265990,The brunette stares with a sleepy pout.,She stares with a sleepy pout.,['She stares with a sleepy pout.']
5969,tt1265990,Rebecca gives Sarah pills and water.,He gives her pills and water.,"['He gives her pills.', 'He gives her water.']"
5970,tt1265990,The hungover freshman pops the white pills in her mouth and uncaps the bottle of water.,He pops the white pills in her mouth and uncaps the bottle of water.,"['He pops the white pills in her mouth.', 'He uncaps the bottle of water.']"
5971,tt1265990,Rebecca resumes hanging drawings.,She resumes hanging drawings.,['She resumes hanging drawings.']
5972,tt1265990,"Admiring them, Sarah sips her water.","Admiring them, she sips her water.","['She sips her water.', 'She admires them.']"
5973,tt1265990,Looks up to find Sarah checking her cell display.,He looks up to find her checking her cell display.,"['He looks up to find her.', 'She checks her cell display.']"
5974,tt1265990,Sarah ends the call and joins Rebecca,She joins him.,['She joins him.']
5975,tt1265990,Stylish clothes fill Rebecca closet.,Stylish clothes fill her closet.,['Stylish clothes fill her closet.']
5976,tt1265990,Sarah fashion design portfolio.,Her fashion design portfolio.,['Her fashion design portfolio.']
5977,tt1265990,Rebecca flips through its pages.,She flips through its pages.,['She flips through its pages.']
5978,tt1265990,Rebecca crosses to her sketchpad.,She crosses to her sketchpad.,['She crosses to her sketchpad.']
5979,tt1265990,Now sprinkler activate on a campus lawn.,Now sprinkler activate on a campus lawn.,['Now sprinkler activate on a campus lawn.']
5980,tt1265990,In a dining hall.,In a dining hall.,['In a dining hall.']
5981,tt1265990,Roberts notices Sarah and stares piercingly.,He notices her and stares piercingly.,"['He notices her.', 'He stares piercingly.']"
5982,tt1265990,Sarah smiles and starts to leave.,She smiles and starts to leave.,"['She smiles.', 'She starts to leave.']"
5983,tt1265990,"Pausing, Sarah turns back.","Pausing, she turns back.","['She turns back.', 'She pauses.']"
5984,tt1265990,The professor holds a handout for the form.,He holds a handout for the form.,"['He holds a handout.', 'He holds it for the form.']"
5985,tt1265990,Sarah returns and Roberts signs it.,She returns and he signs it.,"['She returns.', 'He signs it.']"
5986,tt1265990,Sarah grins broadly.,She grins broadly.,['She grins broadly.']
5987,tt1265990,"Professor Roberts returns the form, and Sarah smiles gratefully.","He returns the form, and she smiles gratefully.","['He returns the form.', 'She smiles gratefully.']"
5988,tt1265990,Rebecca crosses back to her own bed.,She crosses back to her own bed.,['She crosses back to her own bed.']
5989,tt1265990,"Flopping down with a slight pout, Rebecca puts in ear buds and picks on her stalls.","Flopping down with a slight pout, she puts in ear buds and picks on her stalls.","['She flops down.', 'She puts in ear buds.', 'She picks on her stalls.']"
5990,tt1265990,"Outside the bar, Sarah heads down an alley past a few club goers huddled in pairs.","Outside the bar, she heads down an alley past a few club goers huddled in pairs.",['She heads down an alley past a few club goers huddled in pairs.']
5991,tt1265990,"Reaching an adjacent sidewalk, Sarah stops and looks around.","Reaching an adjacent sidewalk, she stops and looks around.",['She stops and looks around.']
5992,tt1265990,"In the dorm, Rebecca lies in bed, her gaze forlorn.","In the dorm, she lies in bed, her gaze forlorn.","['She lies in bed.', 'Her gaze is forlorn.']"
5993,tt1265990,Rebecca sits up and grabs her cellphone from a nightstand.,She sits up and grabs her cellphone from a nightstand.,"['She sits up.', 'She grabs her cellphone from a nightstand.']"
5994,tt1265990,"Now in a diner, Sarah stirs a cup of coffee, sitting alone at a booth.","Now in a diner, she stirs a cup of coffee, sitting alone at a booth.","['She stirs a cup of coffee.', 'She sits alone at a booth.']"
5995,tt1265990,Sarah cranes her neck as a car arrives.,She cranes her neck as a car arrives.,"['She cranes her neck.', 'A car arrives.']"
5996,tt1265990,"Outside, Rebecca shuts the door of her red convertible.","Outside, she shuts the door of her red convertible.",['She shuts the door of her red convertible.']
5997,tt1265990,Rebecca enters the restaurant and joins her roommate at the booth.,She enters the restaurant and joins her roommate at the booth.,"['She enters the restaurant.', 'She joins her roommate at the booth.']"
5998,tt1265990,Sarah gives a tight-lipped smile.,She gives a tight-lipped smile.,['She gives a tight-lipped smile.']
5999,tt1265990,at a museum.,at a museum.,['at a museum.']
6000,tt1265990,Rebecca nervously watches Sarah checking her cellphone.,She watches him checking her cellphone.,"['She watches him.', 'He checks her cellphone.']"
6001,tt1265990,Rebecca rolls her eyes.,He rolls his eyes.,['He rolls his eyes.']
6002,tt1265990,The roommates approach a large oil painting in another section.,They approach a large oil painting in another section.,"['They approach a large oil painting.', 'They are in another section.']"
6003,tt1265990,It shows a blurry nurse peering over a surgical mask.,It shows a blurry her peering over a surgical mask.,"['It shows a blurry her.', 'She peering over a surgical mask.']"
6004,tt1265990,Sarah furrows her brow.,He furrows his brow.,['He furrows his brow.']
6005,tt1265990,A dark red splotch at the nurse's neck gives the impression of a slit throat.,A dark red splotch at her neck gives the impression of a slit throat.,['A dark red splotch at her neck gives the impression of a slit throat.']
6006,tt1265990,Sarah looks back at her friend.,She looks back at her friend.,['She looks back at her friend.']
6007,tt1265990,Sarah returns her attention to the unsettling painting.,She returns her attention to the unsettling painting.,['She returns her attention to the unsettling painting.']
