text_gt,text_gt_wo_char
"He jolts, then slumps.","He jolts, then slumps."
Data jumbles on Max's cerebral display.,Data jumbles on his cerebral display.
Spider's mouth drops open as the reboot initiates across the mainframe.,His mouth drops open as the reboot initiates across the mainframe.
James turns to Talia.,He turns to her.
Peter nods somberly.,He nods somberly.
Peter glances at Ashley.,He glances at her.
They each climb into their tents.,They each climb into their tents.
Lisa and James are the only ones sleeping alone.,They are the only ones sleeping alone.
James shines his light at the nearby trees.,He shines his light at the nearby trees.
Something moves behind the branches.,Something moves behind the branches.
"Lisa hands her a packet and Lane yanks her away, but Talia dives for it.","She hands her a packet and he yanks her away, but she dives for it."
"Lane, his clothes tattered and dirty, slips off into the darkness.",He slips off into the darkness.
Lisa walks over to her.,He walks over to her.
"She steps up behind Talia, whose filthy purple hair dangles above her ripped hoodie as she faces away.","She steps up behind her, whose filthy purple hair dangles above her ripped hoodie as she faces away."
Lisa circles around to the woman's face.,He circles around to her face.
Talia flinches away.,She flinches away.
"Sit by a fire and... Talia heads toward the glow of the fire, glancing back fearfully in the direction Lane went.","Sit by a fire and... He heads toward the glow of the fire, glancing back fearfully in the direction he went."
She sits down next to the flames and bites hungrily into the food Lisa gave her.,She sits down next to the flames and bites hungrily into the food she gave her.
James and Lisa look at each other as Talia hunches over her meal.,They look at each other as she hunches over her meal.
Large wooden figures dangle from the trees.,Large wooden figures dangle from the trees.
The campsite is teeming with huge hanging totems.,The campsite is teeming with huge hanging totems.
She grabs her camera.,She grabs her camera.
"Everywhere they turn are more stick figures of wood, twine, and moss.","Everywhere they turn are more stick figures of wood, twine, and moss."
James notices the tree-mounted camera.,He notices the tree-mounted camera.
Talia steps up.,She steps up.
Ashley limps over.,He limps over.
She takes in the piles of stones and the hanging figures.,She takes in the piles of stones and the hanging figures.
Talia backs into a totem.,She backs into a totem.
Ashley's eyes roll upward under half-closed lids.,Her eyes roll upward under half-closed lids.
Another tent is yanked upward just behind James.,Another tent is yanked upward just behind him.
The three run deep into the trees.,They run deep into the trees.
Ashley's tent drops down on the women.,Her tent drops down on them.
They split up and keep running.,They split up and keep running.
"The guy, Lewis Dinkum, hands the magnum over to the younger deputy, Jerry, and puts ear protectors on him.",The guy hands the magnum over to the younger deputy and puts ear protectors on him.
"Jerry aims and fires the gun, which recoils and smacks him in the nose.","He aims and fires the gun, which recoils and smacks him in the nose."
"The older, tubby-er deputy, Mike, panics as Jerry staggers around holding his nose and waving the gun around.","The older, tubby-er deputy panics as he staggers around holding his nose and waving the gun around."
They get the gun off him.,They get the gun off him.
Ray arrives.,He arrives.
Jerry dabs his bloody nose.,He dabs his bloody nose.
Lewis has a plastic police badge on the strap of his holster.,He has a plastic police badge on the strap of his holster.
Ray turns to Mike and Jerry.,He turns to him and him.
Lewis pulls a permit from a wad of papers and several M&Ms fall out.,He pulls a permit from a wad of papers and several M&Ms fall out.
Lewis steps away from Ray.,He steps away from him.
Ray gives Lewis a cold stare.,He gives him a cold stare.
The FBI chopper flies over the and focuses a searchlight on the speeding car.,The helicopter flies over the and focuses a searchlight on the speeding car.
"In the chopper, Agent Divas looks through binoculars.","In the chopper, he looks through binoculars."
Cortez makes a call on his mobile.,He makes a call on his mobile.
A black SUV drives onto the road.,A black SUV drives onto the road.
Cortes changes gear and the accelerates to an enormously high speed.,He changes gear and the accelerates to an enormously high speed.
"Further up ahead, police cars are parked across the straight desert road and armed cops stand by them, waiting apprehensively.","Further up ahead, police cars are parked across the straight desert road and armed cops stand by them, waiting apprehensively."
Two black SUVs with their headlights off and ballbars over their front grills motor towards the roadblock.,Two black SUVs with their headlights off and ballbars over their front grills motor towards the roadblock.
Suddenly they turn their lights on and each take a lane.,They turn their lights on and each take a lane.
Mast men pop up through the SUV's sunrooves.,They pop up through the SUV's sunrooves.
The mast men open fire with machine guns and several of the cops are hit.,The mast men open fire with machine guns and several of them are hit.
Cops fall and the hail of gunfire and bullets pepper the squad cars.,They fall and the hail of gunfire and bullets pepper the squad cars.
The police chief yells to his men.,He yells to them.
The few remaining cops run for cover as the SUVs reach the roadblock.,The few remaining police run for cover as the SUVs reach the roadblock.
Rumbling along behind them is a huge truck with a metal scoop on the front.,Rumbling along behind them is a huge truck with a metal scoop on the front.
Dazzling sparks shoot up from where the scoop scrapes along the road.,Dazzling sparks shoot up from where the scoop scrapes along the road.
The gunmen in the SUVs continue peppering the squad cars with bullets and the cops still alive scramble to the side of the road.,The gunmen in the SUVs continue peppering the squad cars with bullets and the cops still alive scramble to the side of the road.
"The truck slams into the roadblock, its metal scoop flipping the squad cars into the air and clearing a path.","The truck slams into the roadblock, its metal scoop flipping the squad cars into the air and clearing a path."
The chopper keeps its searchlight focused on the Zero-One as it approaches the remains of the roadblock.,The chopper keeps its searchlight focused on it as it approaches the remains of the roadblock.
