text_gt,text_gt_wo_char
"As people come and go, Ryan stands staring at the various destinations on the boards.","As people come and go, he stands staring at the various destinations on the boards."
Ryan releases his grip on the handle of his suitcase.,He releases his grip on the handle of his suitcase.
Sadness is etched across his face.,Sadness is etched across his face.
A thick blanket of fluffy clouds slowly passes.,A thick blanket of fluffy clouds slowly passes.
Two staring eyes.,Two staring eyes.
Rufus Scrimgeour and the Minister of Magic is photographed at a press conference.,He is photographed at a press conference.
"At home, Hermione reads the headlines in the Daily Prophet.","At home, she reads the headlines in the Daily Prophet."
Harry Potter Uncle Vernon drags a suitcase to his car.,He drags a suitcase to his car.
Harry watches from his bedroom window.,He watches from his bedroom window.
Outside the rebuilt Weasleys' home.,Outside the rebuilt their home.
"Ron stands staring over the wreath beds, towards the horizon.","He stands staring over the wreath beds, towards the horizon."
His mother and sister Ginny are busy in the kitchen.,His mother and sister she are busy in the kitchen.
Ron glances behind him briefly.,He glances behind him briefly.
Then turns back to the wreath beds.,Then turns back to the wreath beds.
Hermione parents are watching TV.,Her parents are watching TV.
"Hermione looks at them sadly, and raises her wand.","She looks at them sadly, and raises her wand."
"The tip of her wand, glows.",The tip of her wand glows.
"The images of her Hermione as a baby and a young child slowly fade from view in the photographs, on the mantelpiece.","The images of her slowly fade from view in the photographs, on the mantelpiece."
Hermione eye fill with tears.,Her eye fill with tears.
"Hermione looks around to see herself disappearing, from every photograph in the home.","She looks around to see herself disappearing, from every photograph in the home."
"Harry Aunt Petunia, sits in a car, staring blankly.","He sits in a car, staring blankly."
Uncle Vernon looks nervously at the sky.,He looks nervously at the sky.
Dudley clambers into the backseat.,He clambers into the backseat.
"Harry stands alone on the path, watching them go.","He stands alone on the path, watching them go."
Standing outside her front door Hermione looks back for a moment.,Standing outside her front door she looks back for a moment.
"Then, with head lowered, walks down the path, and strides off along the street.","Then, with head lowered, he walks down the path, and strides off along the street."
Her long wavy hair ruffled by a breeze.,Her long wavy hair ruffled by a breeze.
Hermione carries a small beaded bag.,She carries a small beaded bag.
"A Death Eater, a dark shadowy figure zooms over the country side towards a large manor house on a country estate.",A dark shadowy figure zooms over the country side towards a large manor house on a country estate.
Descending to the ground.,Descending to the ground.
The Death Eater walks towards the gates.,He walks towards the gates.
"Snape waves his wand, and the gates evaporate allowing him to step through.","He waves his wand, and the gates evaporate allowing him to step through."
"His face is sombre, his dark hair lank and shoulder length.","His face is sombre, his dark hair lank and shoulder length."
"Behind him, the gates reappear.","Behind him, the gates reappear."
"Snape enters a bare store room, and climbs a flight of stairs.","He enters a bare store room, and climbs a flight of stairs."
People are seated at a long table in front of a blazing fire.,People are seated at a long table in front of a blazing fire.
"At the end of the table, a woman hangs horizontally in mid-air.","At the end of the table, she hangs horizontally in mid-air."
Snape sits close to Voldemort,He sits close to him.
"A huge snake grides on the floor, beside Pius Thicknesse","A huge snake glides on the floor, beside him."
Voldemort turns back to Snape,He turns back to him.
Bellatrix shrinks back.,She shrinks back.
Voldemort passes behind the Malfoys.,He passes behind them.
Lucius Malfoys turns.,He turns.
Lucius face twitches as Lucius reaches for his wand.,His face twitches as he reaches for his wand.
His hand shakes has Lucius holds it out to Voldemort,His hand shakes as he holds it out to him.
"Voldemort runs his fingers over it, then snaps off it's handle.","He runs his fingers over it, then snaps off it's handle."
"Snape watches keenly, as Voldemort discards the handle.","He watches him, as he discards the handle."
Lucius trembles as Voldemort points the wand at the floating woman.,He trembles as he points the wand at the floating woman.
The woman pleads with Snape,The woman pleads with him.
Snape stares coldly.,He stares coldly.
Voldemort flicks the wand.,He flicks the wand.
She falls dead on to the table.,She falls dead on to the table.
Draco Malfoy winces.,He winces.
A single tear falls from Charity's eye.,A single tear falls from her eye.
Voldemort strokes the snake.,He strokes the snake.
It glides on to the table and slithers towards the dead woman.,It glides on to the table and slithers towards her.
It's tongue flickers.,It's tongue flickers.
It's mouth opens wide.,It's mouth opens wide.
Albus Dumbledore falls from the astronomy tower.,He falls from the astronomy tower.
The white-haired professor floats gently downwards.,He floats gently downwards.
"Harry sits in his room, holding a shard of broken mirror.","He sits in his room, holding a shard of broken mirror."
"Harry stares pensively at his own reflection, then sees an eye that is not his own looking back at him.","He stares pensively at his own reflection, then sees an eye that is not his own looking back at him."
Hegwig is sitting patiently in her cage.,She is sitting patiently in her cage.
Harry packs a rucksack.,He packs a rucksack.
"Harry takes a notebook with the letters RAB written in it, a gold locket on a chain, and a newspaper with Dumbledore obituary by Elphias Doge","He takes a notebook with the letters RAB written in it, a gold locket on a chain, and a newspaper with his obituary by him."
"Harry comes down the stairs, holding his rucksack and Hegwig's cage.","He comes down the stairs, holding his rucksack and her cage."
The living room is bare.,The living room is bare.
Harry opens the door of the cupboard under the stairs and peers inside.,He opens the door of the cupboard under the stairs and peers inside.
Harry pulls a cord.,He pulls a cord.
The light in the cupboard comes on.,The light in the cupboard comes on.
Harry steps inside what was once his bedroom and slowly shakes his head.,He steps inside what was once his bedroom and slowly shakes his head.
Harry spots a toy soldier wielding a sword.,He spots a toy soldier wielding a sword.
"Harry picks up the metal soldier, and places it in the palm of his hand.","He picks up the metal soldier, and places it in the palm of his hand."
"Harry studies it, his face solemn, then puts it back.","He studies it, his face solemn, then puts it back."
Harry opens the front door.,He opens the front door.
Hagrid Ron and Hermione,They are Hagrid Ron and Hermione.
Mad-eye Moody Mr. Weasley and Kingsley Shacklebolt follow them inside.,They follow them inside.
Hermione has plucked a hair from Harry head.,She has plucked a hair from his head.
Hermione puts it in the flask Moody is holding.,He puts it in the flask he is holding.
"Fleur Delacour is with Bill the /person twins, Remus Lupin and Nymphadora Tonks stand nearby.","She is with them, they stand nearby."
Moody glares at Fred,He glares at him.
"Fred sips, grimaces, passes the flask to George and starts to shrink.","He sips, grimaces, passes the flask to him and starts to shrink."
George also pulls a face and shrinks.,He also pulls a face and shrinks.
Mundungus drinks and grows a little.,He drinks and grows a little.
"The flask is passed to Fleur then Ron and finally, Hermione","The flask is passed to her then him and finally, her."
They all change physically until each one looks like Harry,They all change physically until each one looks like him.
Moody retrieves the flask from Hermione then joins the real Harry,He retrieves the flask from her then joins him.
They both survey the six Harry Potter lookalikes.,They both survey them.
Moody empties clothes onto the floor.,He empties clothes onto the floor.
The real Harry steps out of the front door with Hedwig on his arm.,He steps out of the front door with Hedwig on his arm.
The snowy owl spreads her wings and flies away into the night sky.,She spreads her wings and flies away into the night sky.
Harry is in Hagrid motor bag sidecar.,He is in his motor bag sidecar.
